id_venda,data_venda,hora_venda,id_produto,produto,categoria,cor,tamanho,quantidade,preco_unitario,desconto,valor_total,forma_pagamento,canal,id_cliente,id_vendedor
2395,2026-05-30,11:15,177,Blusa X,Blusa,Branca,G,1,221.36,11.07,210.29,PIX,Online,573.0,22
2396,2026-08-26,14:30,153,Camiseta X,Camiseta,Vermelha,G,2,72.59,7.26,137.92,Cartão de Crédito,Física,343.0,9
2397,2026-06-25,09:00,180,Acessório Esporte,Acessório,Azul,G,3,45.75,0.0,137.25,Dinheiro,Física,382.0,24
2398,24/09/2026,10:15,31734,Acessório Casual,Acessório,Branca,P,4,275.94,55.19,1048.57,Cartão de Crédito,Online,232.0,20
2399,2026-05-13,09:45,112,Acessório Slim,Acessório,Branca,M,2,183.67,0.0,367.34,PIX,Online,152.0,8
2400,2026-06-08,15:15,106,Vestido Slim,Vestido,Branca,P,4,241.69,145.01,821.75,Cartão de Crédito,Online,284.0,17
2401,2026-04-03,13:30,135,Bermuda Premium,Bermuda,Preta,GG,1,157.3,0.0,157.3,Cartão de Débito,Online,310.0,7
2402,2026-06-05,16:30,163,Acessório X,Acessório,Azul,M,4,315.84,0.0,1263.36,Cartão de Débito,Física,573.0,2
2403,2026-03-09,09:15,160,Bermuda X,Bermuda,Preta,P,2,66.98,0.0,133.96,Cartão de Débito,Online,94.0,3
2404,24/03/26,17:15,49,Blusa Casual,Blusa,Preta,G,2,27.83,102.05575257097543,52.88,PIX,Online,398.0,14
2405,2026-04-04,17:00,6,Calça Slim,Calça,Rosa,GG,3,155.87,70.14,397.47,Dinheiro,Online,227.0,4
2406,2026-04-03,12:15,13,Calça Social,Calça,Cinza,P,4,259.19,0.0,1036.76,Dinheiro,Física,424.0,11
2407,2026-08-23,13:45,33,Calça X,Calça,Branca,M,1,298.14,29.81,268.33,Crediário,Física,48.0,4
2408,2026-05-28,16:15,77,Bermuda Social,Bermuda,Branca,M,2,299.39,89.82,508.96,Cartão de Débito,Online,186.0,7
2409,2026-07-13,09:30,161,Calça Esporte,Calça,Azul,M,3,247.59,0.0,742.77,Cartão de Débito,Online,355.0,2
2410,2026-03-21,21:45,88,Acessório Slim,Acessório,Cinza,M,4,72.76,0.0,291.04,PIX,Física,,1
2411,2026-05-21,19:30,52,Acessório X,Acessório,Cinza,M,3,44.51,6.68,126.85,PIX,Online,22.0,20
2412,2026-05-10,11:00,75,Acessório X,Acessório,Verde,P,2,214.02,42.8,385.24,PIX,Física,183.0,24
2413,2026-07-28,21:45,80,Jaqueta Básica,Jaqueta,Branca,P,2,59.85,196.3724059019809,101.75,PIX,Física,557.0,10
2414,2026-03-23,10:00,8,Calça Social,Calça,Preta,G,1,52.5,0.0,52.5,Cartão de Crédito,Física,328.0,3
2415,2026-03-21,13:30,155,Camiseta Slim,Camiseta,Azul,G,4,102.86,0.0,411.44,Cartão de Crédito,Online,323.0,23
2416,2026-09-22,16:45,103,Acessório Casual,Acessório,Vermelha,GG,2,68.64,6.86,130.42,Dinheiro,Online,418.0,14
2417,2026-06-25,19:45,146,Blusa X,Blusa,Azul,GG,3,74.97,0.0,224.91,Cartão de Débito,Física,477.0,8
2418,2026-04-09,16:45,136,Blusa Social,Blusa,Vermelha,GG,2,27.43,0.0,54.86,Cartão de Crédito,Física,161.0,8
2419,2026-04-05,11:30,108,Camiseta Slim,Camiseta,Vermelha,P,1,178.44,0.0,178.44,Cartão de Crédito,Online,559.0,16
2420,04/09/2026,18:30,123,Camiseta Esporte,Camiseta,Rosa,GG,4,328.04,131.22,1180.94,Dinheiro,Física,67.0,9
2421,2026-04-04,11:15,105,Blusa Casual,Blusa,Preta,G,3,336.63,100.99,908.9,Cartão de Crédito,Online,560.0,22
2422,2026-08-10,18:30,133,Acessório Esporte,Acessório,Branca,GG,2,224.29,0.0,448.58,PIX,Física,492.0,11
2423,2026-09-03,16:00,180,Acessório Esporte,Acessório,Azul,G,2,45.75,0.0,91.5,Cartão de Crédito,Física,345.0,6
2424,2026-07-07,19:15,21,Acessório X,Acessório,Rosa,G,2,136.2,0.0,272.4,Cartão de Débito,Física,298.0,17
2425,2026-04-22,20:45,113,Acessório Premium,Acessório,Cinza,M,4,131.81,79.09,448.15,Dinheiro,Física,584.0,22
2426,2026-07-03,14:45,158,Acessório Esporte,Acessório,Branca,GG,3,96.52,43.43,246.13,PIX,Online,,1
2427,2026-08-11,10:00,143,Acessório X,Acessório,Preta,M,4,296.53,177.92,1008.2,PIX,Online,318.0,21
2428,2026-09-05,11:15,21,Acessório X,Acessório,Rosa,G,4,136.2,81.72,463.08,PIX,Online,188.0,16
2429,2026-09-24,10:30,19344,Acessório Esporte,Acessório,Azul,G,4,45.75,18.3,164.7,PIX,Online,193.0,9
2430,2026-08-16,14:00,66,Blusa Esporte,Blusa,Vermelha,M,2,320.22,0.0,640.44,PIX,Online,308.0,4
2431,2026-06-10,14:00,71,Jaqueta Social,Jaqueta,Azul,P,4,217.69,43.54,"827,22",PIX,Física,573.0,18
2432,2026-06-12,14:00,77,Bermuda Social,Bermuda,Branca,M,4,299.39,179.63,"R$ 1.017,93",Crediário,Online,,17
2433,2026-04-16,09:45,155,Camiseta Slim,Camiseta,Azul,G,1,102.86,0.0,102.86,Cartão de Crédito,Física,,17
2434,2026-05-04,10:30,7,Bermuda Premium,Bermuda,Vermelha,P,2,244.67,24.47,464.87,Cartão de Crédito,Online,43.0,24
2435,2026-03-28,16:00,144,Jaqueta Casual,Jaqueta,Rosa,M,4,110.08,44.03,396.29,Cartão de Crédito,Física,592.0,6
2436,2026-03-25,12:15,109,Blusa X,Blusa,Preta,GG,3,204.96,92.23,522.65,Cartão de Débito,Online,279.0,20
2437,2026-07-02,14:45,130,Blusa Básica,Blusa,Preta,GG,2,149.83,29.97,269.69,Dinheiro,Online,554.0,9
2438,2026-03-18,13:30,25,Jaqueta Social,Jaqueta,Azul,GG,4,66.53,0.0,266.12,Cartão de Crédito,Online,512.0,6
2439,2026-09-21,13:00,89,Camiseta Casual,Camiseta,Rosa,M,3,234.34,105.45,597.57,Cartão de Crédito,Física,402.0,25
2440,2026-09-06,16:15,137,Acessório Casual,Acessório,Branca,G,1,139.39,0.0,139.39,Crediário,Online,40.0,9
2441,2026-06-14,17:00,118,Acessório Social,Acessório,Rosa,P,4,239.83,0.0,959.32,Cartão de Crédito,Física,456.0,23
2442,2026-06-15,10:00,33574,Calça Básica,Calça,Vermelha,G,2,343.31,0.0,686.62,Cartão de Débito,Física,257.0,15
2443,2026-05-31,19:30,52,Acessório X,Acessório,Cinza,M,4,44.51,17.8,160.24,Crediário,Online,508.0,9
2444,2026-08-21,19:30,6,Calça Slim,Calça,Rosa,GG,2,155.87,15.59,"296,15",Cartão de Débito,Física,351.0,7
2445,2026-08-11,11:30,165,Acessório Social,Acessório,Azul,M,2,195.2,0.0,390.4,Cartão de Débito,Física,354.0,13
2446,2026-07-01,17:15,105,Blusa Casual,Blusa,Preta,G,3,336.63,0.0,1009.89,Cartão de Débito,Online,316.0,8
2447,2026-03-16,17:45,101,Acessório Premium,Acessório,Verde,P,3,187.62,0.0,562.86,Cartão de Crédito,Física,476.0,15
2448,2026-08-02,11:15,135,Bermuda Premium,Bermuda,Preta,GG,1,157.3,23.6,133.7,Cartão de Crédito,Física,147.0,16
2449,2026-09-22,18:30,73,Calça X,Calça,Verde,M,2,285.06,28.51,541.61,Cartão de Débito,Online,332.0,13
2450,2026-05-16,15:15,75,Acessório X,Acessório,Verde,P,4,214.02,0.0,856.08,Cartão de Débito,Física,23.0,19
2451,2026-07-06,14:15,89,Camiseta Casual,Camiseta,Rosa,M,2,234.34,0.0,468.68,Dinheiro,Online,435.0,2
2452,2026-05-27,19:00,135,Bermuda Premium,Bermuda,Preta,GG,1,157.3,15.73,141.57,Cartão de Débito,Física,236.0,19
2453,2026-08-15,11:00,48,Camiseta Social,Camiseta,Cinza,M,4,195.99,39.2,744.76,Crediário,Online,149.0,15
2454,09/09/2026,16:45,52,Acessório X,Acessório,Cinza,M,2,44.51,0.0,89.02,PIX,Física,135.0,5
2455,2026-03-29,14:45,154,Vestido Social,Vestido,Branca,GG,2,151.36,0.0,302.72,Cartão de Débito,Online,527.0,24
2456,18-06-2026,20:00,162,Camiseta X,Camiseta,Preta,M,2,121.62,24.32,218.92,Dinheiro,Física,162.0,12
2457,2026-03-05,09:30,92620,Camiseta X,Camiseta,Verde,P,2,164.41,49.32,279.5,Crediário,Online,365.0,9
2458,2026-03-21,17:45,57,Jaqueta Básica,Jaqueta,Preta,P,1,63.55,0.0,63.55,Cartão de Débito,Física,,14
2459,2026-04-05,15:30,98,Vestido X,Vestido,Vermelha,GG,4,56.44,33.86,191.9,Dinheiro,Física,77.0,6
2460,2026-09-24,16:30,106,Vestido Slim,Vestido,Branca,P,3,241.69,0.0,725.07,Dinheiro,Física,173.0,2
2461,2026-07-15,20:00,121,Bermuda Social,Bermuda,Azul,G,2,325.4,32.54,618.26,Cartão de Débito,Física,43.0,1
2462,2026-08-28,17:45,141,Bermuda Casual,Bermuda,Branca,P,4,221.26,0.0,885.04,Cartão de Débito,Física,,13
2463,2026-04-18,21:45,51,Camiseta Slim,Camiseta,Vermelha,G,1,196.75,29.51,167.24,Cartão de Débito,Física,295.0,23
2464,2026-04-11,20:45,95,Blusa Premium,Blusa,Preta,M,2,80.71,8.07,"R$ 153,35",cartão de crédito,Física,266.0,22
2465,2026-08-20,16:30,126,Blusa Social,Blusa,Cinza,G,2,91.13,0.0,182.26,Cartão de Débito,Física,229.0,9
2466,2026-09-05,19:45,165,Acessório Social,Acessório,Azul,M,1,195.2,0.0,195.2,crediário,Física,450.0,5
2467,2026-04-04,13:00,119,Bermuda Casual,Bermuda,Azul,G,1,301.56,0.0,301.56,Dinheiro,Online,349.0,10
2468,2026-07-16, 14:30,162,Camiseta X,Camiseta,Preta,M,2,121.62,36.49,206.75,Cartão de Crédito,Online,10.0,7
2469,2026-08-30,15:15,83,Vestido Premium,Vestido,Preta,GG,3,96.13,0.0,288.39,Cartão de Crédito,Física,96700.0,11
2470,2026-08-15,13:15,135,Bermuda Premium,Bermuda,Preta,GG,4,157.3,94.38,534.82,PIX,Física,156.0,11
2471,2026-06-17,14:00,95,Blusa Premium,Blusa,Preta,M,2,80.71,24.21,137.21,PIX,Online,227.0,14
2472,2026-07-03,21:30,172,Calça Slim,Calça,Preta,GG,1,201.96,10.1,191.86,Cartão de Débito,Online,51.0,22
2473,2026-05-04,09:45,26,Vestido Premium,Vestido,Azul,P,4,279.58,0.0,1118.32,PIX,Online,418.0,22
2474,2026-08-15,21:00,120,Vestido Social,Vestido,Azul,M,4,331.26,66.25,1258.79,PIX,Física,9.0,12
2475,14/09/26,12:30,139,Camiseta Premium,Camiseta,Cinza,M,3,342.19,0.0,1026.57,Cartão de Crédito,Online,35.0,21
2476,2026-07-26,15:00,44,Blusa Slim,Blusa,Cinza,M,2,82.1,16.42,147.78,Cartão de Débito,Física,391.0,21
2477,2026-07-12,18:30,55,Blusa Básica,Blusa,Preta,M,2,52.2,10.44,93.96,Cartão de Débito,Online,381.0,25
2478,28/07/26,19:30,117,Camiseta X,Camiseta,Cinza,GG,3,55.14,0.0,"165,42",PIX,Física,467.0,16
2479,2026-07-29,21:00,175,Bermuda Casual,Bermuda,Azul,GG,1,123.61,0.0,123.61,Cartão de Crédito,Online,156.0,2
2480,2026-05-03,14:00,62,Calça Esporte,Calça,Vermelha,G,4,154.53,61.81,556.31,Cartão de Débito,Física,111.0,19
2481,2026-07-20,16:15,108,Camiseta Slim,Camiseta,Vermelha,P,1,178.44,17.84,160.6,Cartão De Débito,Física,345.0,3
2482,2026-09-16,15:15,145,Bermuda Básica,Bermuda,Branca,G,3,69.88,0.0,209.64,Cartão de Débito,Online,409.0,2
2483,2026-09-13,13:00,17,Acessório Esporte,Acessório,Rosa,GG,2,196.28,0.0,392.56,Cartão de Crédito,Online,281.0,12
2484,2026-03-16,21:00,30,Blusa X,Blusa,Verde,P,2,141.59,28.32,254.86,PIX,Física,181.0,1
2485,2026-08-08,19:45,84,Calça Básica,Calça,Rosa,G,3,71.75,0.0,215.25,Cartão de Crédito,Online,152.0,5
2486,01/03/26,19:45,74,Blusa Slim,Blusa,Azul,G,1,69.32,0.0,69.32,PIX,Física,584.0,4
2487,2026-04-30,13:30,14,Acessório Básica,Acessório,Azul,M,3,310.42,93.13,838.13,Cartão de Débito,Física,193.0,18
2488,2026-09-02,14:00,71,Jaqueta Social,Jaqueta,Azul,P,1,217.69,21.77,"195,92",Cartão De Crédito,Física,526.0,18
2489,2026-07-02,17:30,103,Acessório Casual,Acessório,Vermelha,GG,4,68.64,0.0,274.56,Dinheiro,Online,21.0,24
2490,2026-07-19,19:00,37,Bermuda Básica,Bermuda,Azul,M,1,128.33,19.25,109.08,PIX,Online,91.0,20
2491,2026-03-14,20:45,52,Acessório X,Acessório,Cinza,M,3,44.51,0.0,133.53,Dinheiro,Online,113.0,3
2492,2026-09-01,10:30,13,Calça Social,Calça,Cinza,P,1,259.19,38.88,220.31,Cartão de Débito,Online,,21
2493,2026-05-03,16:30,150,Camiseta Esporte,Camiseta,Rosa,GG,4,333.08,133.23,"1.199,09",PIX,Física,83.0,5
2494,2026-04-28,16:45,112,Acessório Slim,Acessório,Branca,M,1,183.67,0.0,183.67,PIX,Física,231.0,24
2495,2026-04-12,16:15,102,Vestido Esporte,Vestido,Cinza,G,2,70.17,0.0,140.34,Cartão de Crédito,Física,421.0,16
2496,2026-05-29,16:15,22,Camiseta Slim,Camiseta,Preta,GG,2,145.19,43.56,246.82,Cartão de Crédito,Física,596.0,13
2497,2026-08-19,21:30,46,Camiseta Premium,Camiseta,Branca,P,1,279.67,13.98,265.69,Cartão de Crédito,Física,,24
2498,2026-06-24,19:00,40,Bermuda Slim,Bermuda,Azul,M,4,342.64,205.58,1164.98,PIX,Física,8.0,13
2499,10/03/2026,14:30,112,Acessório Slim,Acessório,Branca,M,2,183.67,36.73,330.61,crediário,Online,552.0,7
2500,2026-05-08, 12:15,177,Blusa X,Blusa,Branca,G,1,221.36,0.0,221.36,Cartão de Crédito,Online,100.0,16
2501,2026-04-24,21:45,87,Acessório Básica,Acessório,Vermelha,GG,1,235.82,0.0,235.82,Cartão de Crédito,Online,,23
2502,2026-05-29,13:00,78,Jaqueta Premium,Jaqueta,Rosa,M,4,115.13,46.05,414.47,Cartão de Crédito,Online,186.0,4
2503,2026-07-20,11:30,105,Blusa Casual,Blusa,Preta,G,3,336.63,100.99,908.9,Dinheiro,Física,30.0,16
2504,2026-06-17,20:45,102,Vestido Esporte,Vestido,Cinza,G,4,70.17,0.0,280.68,Crediário,Online,326.0,22
2505,2026-04-14,13:00,21,Acessório X,Acessório,Rosa,G,3,136.2,61.29,347.31,PIX,Online,571.0,15
2506,2026-03-08,18:15,99,Vestido Premium,Vestido,Verde,P,1,128.49,0.0,128.49,PIX,Física,,1
2507,2026-03-27,20:15,73,Calça X,Calça,Verde,M,4,285.06,0.0,"1.140,24",Cartão de Débito,Online,334.0,12
2508,2026-04-18,10:45,143,Acessório X,Acessório,Preta,M,2,296.53,0.0,593.06,Cartão de Débito,Online,268.0,21
2509,2026-07-26,11:00  ,52,Acessório X,Acessório,Cinza,M,4,44.51,17.8,160.24,Crediário,Física,518.0,23
2510,2026-06-30,15:30,12,Vestido Slim,Vestido,Azul,GG,1,100.47,0.0,100.47,PIX,Online,254.0,8
2511,2026-07-06,21:45,94,Acessório Casual,Acessório,Branca,P,3,275.94,0.0,827.82,Cartão de Crédito,Física,195.0,7
2512,2026-05-01,18:00,82,Blusa Casual,Blusa,Branca,GG,2,212.8,0.0,425.6,Cartão de Crédito,Online,439.0,21
2513,2026-03-03,12:45,65147,Camiseta Casual,Camiseta,Preta,P,2,136.66,0.0,273.32,Dinheiro,Online,493.0,10
2514,2026-09-11,09:00,120,Vestido Social,Vestido,Azul,M,4,331.26,132.5,1192.54,Cartão de Débito,Online,,6
2515,2026-04-17,20:00,29,Acessório Esporte,Acessório,Preta,GG,2,260.84,0.0,521.68,Cartão de Crédito,Online,235.0,23
2516,2026-03-25,21:30,74,Blusa Slim,Blusa,Azul,G,2,69.32,20.8,117.84,PIX,Física,124.0,4
2517,2026-08-02,15:15,95,Blusa Premium,Blusa,Preta,M,4,80.71,48.43,274.41,Cartão de Crédito,Física,241.0,14
2518,2026-09-04,10:00,114,Blusa X,Blusa,Branca,M,4,157.48,31.5,"R$ 598,42",Cartão de Crédito,Física,538.0,9
2519,2026-05-14,13:15,104,Acessório Casual,Acessório,Cinza,GG,3,288.54,86.56,779.06,Cartão de Crédito,Física,244.0,15
2520,2026-03-30,14:15,33,Calça X,Calça,Branca,M,4,298.14,119.26,1073.3,Cartão de Crédito,Física,341.0,9
2521,2026-03-08,21:45,73,Calça X,Calça,Verde,M,3,285.06,128.28,726.9,Dinheiro,Física,8.0,24
2522,2026-04-12,16:15,76,Vestido Básica,Vestido,Branca,G,1,40.17,6.03,34.14,Cartão de Crédito,Online,579.0,9
2523,2026-09-24,09:00,17,Acessório Esporte,Acessório,Rosa,GG,4,196.28,78.51,706.61,PIX,Online,492.0,23
2524,2026-08-22,20:15,84,Calça Básica,Calça,Rosa,G,4,71.75,14.35,272.65,Cartão de Crédito,Física,439.0,4
2525,2026-05-28,09:45,52,Acessório X,Acessório,Cinza,M,3,44.51,20.03,113.5,PIX,Online,389.0,8
2526,2026-03-19,17:15,84,Calça Básica,Calça,Rosa,G,1,71.75,0.0,71.75,Cartão de Crédito,Física,279.0,12
2527,2026-06-11,20:15,37,Bermuda Básica,Bermuda,Azul,M,2,128.33,0.0,256.66,Cartão de Crédito,Online,301.0,19
2528,2026-07-30,19:45,5,Calça Slim,Calça,Azul,P,2,251.81,25.18,478.44,Crediário,Física,191.0,19
2529,2026-05-09,18:30,61399,Acessório Esporte,Acessório,Branca,GG,3,96.52,0.0,289.56,Cartão de Débito,Física,341.0,5
2530,2026-07-15,19:00,116,Bermuda Premium,Bermuda,Cinza,GG,4,205.39,123.23,698.33,Cartão de Débito,Online,233.0,16
2531,2026-08-22,21:00,89,Camiseta Casual,Camiseta,Rosa,M,4,234.34,0.0,937.36,CARTÃO DE DÉBITO,Online,221.0,25
2532,2026-06-03,19:00,40,Bermuda Slim,Bermuda,Azul,M,3,342.64,0.0,1027.92,PIX,Online,140.0,15
2533,01/09/2026,13:45,61,Vestido Esporte,Vestido,Verde,G,2,93.59,18.72,168.46,Cartão de Débito,Online,95.0,20
2534,2026-06-25,10:45,160,Bermuda X,Bermuda,Preta,P,2,66.98,0.0,133.96,PIX,Física,,9
2535,2026-07-28,12:30,10,Vestido X,Vestido,Verde,G,3,277.12,0.0,831.36,Cartão de Crédito,Online,370.0,14
2536,2026-04-28,14:15,153,Camiseta X,Camiseta,Vermelha,G,1,72.59,7.26,65.33,Cartão de Débito,Física,391.0,15
2537,2026-09-25,18:30,103,Acessório Casual,Acessório,Vermelha,GG,3,68.64,0.0,205.92,Cartão de Crédito,Online,321.0,16
2538,2026-09-15,12:00,4,Acessório X,Acessório,Verde,G,4,178.28,106.97,606.15,Dinheiro,Física,,12
2539,2026-04-01,10:15,155,Camiseta Slim,Camiseta,Azul,G,4,102.86,0.0,411.44,Cartão de Crédito,Online,367.0,19
2540,2026-03-11,13:15,22,Camiseta Slim,Camiseta,Preta,GG,3,145.19,0.0,435.57,Cartão de Crédito,Online,362.0,25
2541,2026-04-25,15:45,65,Bermuda Premium,Bermuda,Cinza,P,3,133.58,60.11,340.63,PIX,Física,188.0,5
2542,2026-08-18,16:45,7,Bermuda Premium,Bermuda,Vermelha,P,3,244.67,0.0,734.01,Cartão de Crédito,Física,507.0,25
2543,2026-04-19,13:45,122,Vestido Premium,Vestido,Verde,P,4,276.24,110.5,994.46,Cartão de Crédito,Física,65.0,18
2544,2026-07-06,12:00,65,Bermuda Premium,Bermuda,Cinza,P,2,133.58,40.07,227.09,Dinheiro,Online,167.0,7
2545,2026-05-24,16:15,16,Jaqueta Casual,Jaqueta,Verde,G,4,340.95,204.57,1159.23,Cartão de Crédito,Física,321.0,24
2546,2026-03-29,15:30,136,Blusa Social,Blusa,Vermelha,GG,4,27.43,5.49,104.23,Cartão de Crédito,Física,,17
2547,2026-06-02,18:30,93,Calça Esporte,Calça,Rosa,P,3,138.76,0.0,416.28,Cartão de Crédito,Online,187.0,9
2548,30-04-2026,16:30,99,Vestido Premium,Vestido,Verde,P,3,128.49,19.27,366.2,Cartão de Débito,Física,574.0,14
2549,2026-03-05,12:00,169,Camiseta Esporte,Camiseta,Branca,G,3,181.21,0.0,543.63,pix,Física,399.0,3
2550,01/09/26,12:15,66,Blusa Esporte,Blusa,Vermelha,M,3,320.22,48.03,912.63,Cartão de Crédito,Online,415.0,5
2551,2026-05-17,16:15,49,Blusa Casual,Blusa,Preta,G,3,27.83,12.52,"70,97",Cartão de Crédito,Online,11.0,7
2552,2026-03-04,13:00,62,Calça Esporte,Calça,Vermelha,G,3,154.53,23.18,440.41,Dinheiro,Física,332.0,22
2553,2026-03-20,10:30,3,Calça Social,Calça,Azul,GG,4,120.07,0.0,480.28,PIX,Online,115.0,23
2554,2026-04-09,15:00,62,Calça Esporte,Calça,Vermelha,G,2,154.53,0.0,309.06,Cartão de Crédito,Física,321.0,13
2555,2026-08-23,15:45,153,Camiseta X,Camiseta,Vermelha,G,1,72.59,7.26,65.33,Dinheiro,Física,111.0,23
2556,2026-03-09,11:30,44,Blusa Slim,Blusa,Cinza,M,2,82.1,16.42,147.78,PIX,Física,129.0,14
2557,2026-03-26, 16:00,67,Acessório Casual,Acessório,Branca,GG,3,71.41,0.0,214.23,Dinheiro,Online,9.0,16
2558,2026-07-03,21:00,102,Vestido Esporte,Vestido,Cinza,G,3,70.17,0.0,210.51,PIX,Online,426.0,22
2559,2026-04-22,13:30,149,Camiseta Esporte,Camiseta,Preta,GG,3,233.3,35.0,664.9,Crediário,Online,83.0,11
2560,2026-03-31,14:15,16,Jaqueta Casual,Jaqueta,Verde,G,4,340.95,68.19,1295.61,PIX,Online,386.0,20
2561,2026-05-11,16:15,127,Bermuda Premium,Bermuda,Azul,G,4,154.3,0.0,617.2,PIX,Online,410.0,8
2562,2026-03-12,14:45,110,Bermuda Slim,Bermuda,Vermelha,M,4,202.62,0.0,810.48,Cartão de Crédito,Online,180.0,14
2563,2026-07-16,16:15,179,Camiseta X,Camiseta,Verde,P,2,164.41,0.0,328.82,Cartão de Crédito,Online,211.0,10
2564,2026-08-04,18:00,68,Vestido Slim,Vestido,Rosa,G,2,315.44,0.0,630.88,Cartão de Débito,Física,61.0,17
2565,2026-07-03,14:00,133,Acessório Esporte,Acessório,Branca,GG,1,224.29,0.0,224.29,PIX,Online,93857.0,4
2566,2026-05-09,17:15,45,Camiseta Slim,Camiseta,Verde,GG,1,176.8,0.0,176.8,Cartão de Débito,Física,476.0,3
2567,2026-05-29,20:45,158,Acessório Esporte,Acessório,Branca,GG,1,96.52,0.0,96.52,Cartão de Crédito,Online,57.0,24
2568,2026-06-18,18:30  ,34,Jaqueta Esporte,Jaqueta,Rosa,P,2,302.83,0.0,605.66,Cartão de Débito,Online,185.0,8
2569,2026-05-16,12:45,58,Bermuda Social,Bermuda,Rosa,GG,3,227.97,0.0,683.91,PIX,Física,372.0,6
2570,2026-04-22,16:45,81,Calça Social,Calça,Cinza,G,4,132.15,26.43,502.17,Cartão de Débito,Física,467.0,19
2571,2026-03-15,20:45,99,Vestido Premium,Vestido,Verde,P,4,128.49,0.0,513.96,PIX,Física,286.0,9
2572,2026-08-04,16:45,94,Acessório Casual,Acessório,Branca,P,4,275.94,0.0,1103.76,Cartão de Débito,Online,330.0,21
2573,2026-04-27,21:45,135,Bermuda Premium,Bermuda,Preta,GG,1,157.3,7.87,149.43,Cartão de Débito,Online,136.0,17
2574,2026-03-09,14:15,144,Jaqueta Casual,Jaqueta,Rosa,M,1,110.08,0.0,"110,08",Cartão de Débito,Física,181.0,15
2575,2026-03-24,21:30,43,Calça Esporte,Calça,Verde,GG,1,192.93,0.0,192.93,Crediário,Física,317.0,20
2576,2026-05-25,09:00,32,Jaqueta X,Jaqueta,Verde,G,3,221.86,33.28,632.3,Cartão de Crédito,Física,155.0,6
2577,2026-06-15,19:15,103,Acessório Casual,Acessório,Vermelha,GG,2,68.64,0.0,137.28,Cartão de Crédito,Física,325.0,25
2578,2026-05-12,11:15,73,Calça X,Calça,Verde,M,2,285.06,0.0,570.12,PIX,Física,376.0,15
2579,2026-07-16, 11:30,89,Camiseta Casual,Camiseta,Rosa,M,2,234.34,70.3,398.38,PIX,Online,450.0,10
2580,2026-04-24,14:00,14,Acessório Básica,Acessório,Azul,M,4,310.42,0.0,1241.68,Cartão de Crédito,Online,175.0,13
2581,2026-08-07,21:15,108,Camiseta Slim,Camiseta,Vermelha,P,4,178.44,0.0,713.76,Crediário,Física,261.0,16
2582,2026-03-08,15:45,92,Acessório Social,Acessório,Verde,G,3,253.44,0.0,760.32,PIX,Física,29.0,5
2583,2026-05-15,09:15,23,Jaqueta Slim,Jaqueta,Vermelha,G,3,75.32,0.0,225.96,Cartão de Crédito,Física,481.0,25
2584,2026-06-27,18:00,110,Bermuda Slim,Bermuda,Vermelha,M,1,202.62,0.0,202.62,Cartão de Débito,Física,,3
2585,2026-08-30,09:15,98,Vestido X,Vestido,Vermelha,GG,2,56.44,0.0,112.88,Cartão de Débito,Online,82.0,6
2586,2026-05-18,19:30,11,Acessório X,Acessório,Verde,GG,3,148.31,0.0,444.93,Cartão de Débito,Física,298.0,25
2587,2026-05-26,11:45,80,Jaqueta Básica,Jaqueta,Branca,P,1,59.85,0.0,59.85,PIX,Online,208.0,22
2588,2026-09-05,10:15,31,Calça Social,Calça,Verde,M,4,27.93,11.17,100.55,Crediário,Física,295.0,1
2589,2026-07-16, 13:45 ,66,Blusa Esporte,Blusa,Vermelha,M,3,320.22,48.03,912.63,Crediário,Online,256.0,25
2590,2026-05-09,15:30,46,Camiseta Premium,Camiseta,Branca,P,1,279.67,27.97,251.7,PIX,Física,525.0,24
2591,2026-06-16,20:30,119,Bermuda Casual,Bermuda,Azul,G,4,301.56,0.0,1206.24,Cartão de Débito,Física,290.0,24
2592,2026-03-13,17:30,60,Jaqueta Premium,Jaqueta,Branca,P,3,148.86,66.99,379.59,Cartão de Débito,Física,500.0,3
2593,2026-09-15,19:00,123,Camiseta Esporte,Camiseta,Rosa,GG,2,328.04,0.0,656.08,Cartão de Débito,Física,412.0,3
2594,2026-08-23,12:45,71,Jaqueta Social,Jaqueta,Azul,P,3,217.69,65.31,587.76,Cartão de Débito,Online,179.0,23
2595,2026-04-18,09:00,38,Bermuda Básica,Bermuda,Vermelha,GG,1,179.57,8.98,170.59,Crediário,Física,550.0,7
2596,2026-08-22,14:00,108,Camiseta Slim,Camiseta,Vermelha,P,1,178.44,0.0,178.44,Cartão de Crédito,Online,106.0,19
2597,2026-03-03,10:00,159,Bermuda Social,Bermuda,Azul,GG,3,133.78,0.0,401.34,Cartão de Débito,Online,402.0,16
2598,2026-08-21, 14:00,35,Bermuda Slim,Bermuda,Rosa,M,1,244.56,0.0,244.56,Dinheiro,Física,480.0,5
2599,2026-04-04,14:45,22,Camiseta Slim,Camiseta,Preta,GG,3,145.19,0.0,435.57,Dinheiro,Online,460.0,20
2600,2026-06-27,15:30,18,Camiseta Premium,Camiseta,Verde,GG,2,116.96,23.39,210.53,Cartão de Crédito,Online,557.0,7
2601,2026-07-25,21:00,165,Acessório Social,Acessório,Azul,M,1,195.2,9.76,185.44,Dinheiro,Física,157.0,9
2602,2026-04-03,14:45,135,Bermuda Premium,Bermuda,Preta,GG,3,157.3,0.0,471.9,Cartão de Débito,Online,279.0,24
